label,x,y,area,mean_probability,max_probability
987,4914.822695035461,839.0425531914893,141,0.9086204,0.9900802
988,4245.737704918033,838.0655737704918,61,0.883978,0.97927594
989,4751.333333333333,841.0277777777778,108,0.92058426,0.9863073
990,3900.7162790697676,844.2093023255813,215,0.9770688,0.99957865
991,4640.1270718232045,844.756906077348,181,0.96609247,0.99841833
992,3188.316384180791,845.9604519774011,177,0.97148573,0.99858993
993,4968.036253776435,848.3746223564955,331,0.9863722,0.999972
994,5064.989361702128,843.5212765957447,94,0.94676,0.9936651
995,2599.438596491228,846.359649122807,114,0.91779256,0.9866215
996,2913.2514285714287,847.6914285714286,175,0.9773328,0.9996717
997,4095.7011494252874,847.1954022988506,87,0.9424227,0.9983783
998,1131.539156626506,854.039156626506,332,0.98920673,0.9998542
999,2774.769230769231,851.554945054945,182,0.9550783,0.99602604
1000,2587.5,846.0,6,0.75953466,0.781202
1001,5254.37,852.925,200,0.9864023,0.9998423
1002,4435.090909090909,848.2272727272727,22,0.8145634,0.93158126
1003,5497.1769911504425,853.8761061946902,226,0.97209567,0.99826056
1004,3837.317073170732,853.2439024390244,41,0.89558774,0.97776264
1005,3957.098360655738,852.7868852459017,61,0.8897538,0.97437376
1006,4245.105454545454,859.6,275,0.9585664,0.9971434
1007,3256.4018987341774,859.9177215189874,316,0.956271,0.99998724
1008,3591.0575539568345,857.0719424460432,139,0.95057154,0.99054915
1009,4294.860465116279,854.2558139534884,43,0.8702374,0.9625974
1010,2803.68778280543,860.9954751131222,221,0.98525256,0.9999219
1011,3340.2868525896415,862.3625498007968,251,0.98362106,0.9997719
1012,3877.7865853658536,860.4939024390244,164,0.9769181,0.99948114
1013,2124.0189393939395,864.5037878787879,264,0.9882655,0.99990773
1014,2539.7115384615386,862.3846153846154,156,0.9524982,0.99410975
1015,4332.87969924812,867.874686716792,399,0.99120873,0.999998
1016,5348.939130434783,862.5304347826087,115,0.9545008,0.9906262
1017,2089.952,866.448,250,0.9890286,0.9999416
1018,3514.7355371900826,865.99173553719,242,0.97968656,0.99988467
1019,2170.3953488372094,870.3554817275748,301,0.9786947,0.9992138
1020,3733.2156862745096,869.3921568627451,51,0.87872493,0.9766957
1021,906.9774436090225,878.3609022556391,399,0.985408,0.99984515
1022,4954.994285714286,878.6628571428571,175,0.9799149,0.9992481
1023,5005.437007874016,880.0236220472441,254,0.9850356,0.99971366
1024,5194.280952380952,879.504761904762,210,0.9854745,0.9998683
1025,5416.585294117647,881.4882352941177,340,0.9889991,0.99995327
1026,4266.588832487309,882.5939086294417,197,0.97888434,0.9994076
1027,3343.050724637681,881.9420289855072,138,0.9246393,0.9877499
1028,4507.7192982456145,881.1578947368421,114,0.9407312,0.99376124
1029,4137.601851851852,884.9768518518518,216,0.98658794,0.9998097
1030,707.8338870431894,887.2259136212624,301,0.98294604,0.999729
1031,4938.805429864254,886.1131221719457,221,0.9822991,0.99983096
1032,5335.0,881.0,9,0.7961784,0.84201336
1033,3356.5757575757575,884.0909090909091,33,0.85598975,0.9612349
1034,4718.064814814815,887.425925925926,108,0.9639118,0.9959985
1035,4246.982352941176,889.6470588235294,170,0.966922,0.9987606
1036,4785.860335195531,890.4581005586592,179,0.97715795,0.99962103
1037,4885.952380952381,887.0,42,0.8170608,0.9576056
1038,3315.261467889908,892.6192660550458,218,0.9817965,0.9997787
1039,3617.638743455497,894.0942408376964,191,0.9678915,0.9983626
1040,2448.9638554216867,894.3192771084338,166,0.9529233,0.99670887
1041,2756.921686746988,895.8795180722891,166,0.96749246,0.99765056
1042,5464.725868725869,898.2779922779923,259,0.9828977,0.9994868
1043,2416.5963302752293,899.1788990825688,218,0.9773936,0.9994758
1044,2728.7760416666665,898.2708333333334,192,0.96787184,0.9969372
1045,3304.5,891.5,4,0.72688633,0.77906156
1046,3993.416445623342,902.5039787798408,377,0.9915001,0.9999957
1047,2389.5730769230768,901.4307692307692,260,0.9837037,0.9999552
1048,1021.2142857142857,903.0612244897959,294,0.9814652,0.99940336
1049,4083.0813953488373,900.6279069767442,86,0.913682,0.98550844
1050,5036.882211538462,915.4807692307693,416,0.9848468,0.99961424
1051,3062.1770833333335,907.984375,192,0.9850888,0.99921525
1052,3666.4307692307693,904.5076923076923,65,0.92075795,0.98513556
1053,4356.475609756098,905.329268292683,82,0.9067153,0.9714049
1054,1694.6561264822135,911.098814229249,253,0.98308074,0.999726
1055,3749.0,908.9152542372881,177,0.9604825,0.9966455
